entity,id,workspace_id,classification
showcase_events,736ea676-e93b-4731-8dfc-fefad68ebed1,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,87802a43-de05-4b3f-a7f2-c36abf4619a0,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,8ad997e6-1c90-4cf4-be34-74df14696bb5,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,8d8badab-3070-4297-9e7c-abfd924f3ca4,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,8f9a429b-405d-4c4b-8ce9-adbcf9f19034,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,94393214-a0e2-4da0-9c4b-ebb3e5796159,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,95015d53-0136-41e7-a6b3-df9980c0c94e,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,95520662-b4ac-41eb-85a6-7f4fd34d2446,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,96094e62-d7aa-4767-9304-0fee6f1ff6b8,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,9d328978-6a36-43e8-bd52-2693d8fb8493,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,a0ea8498-39ce-4d14-aa8c-495413794148,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,a593aaf7-52c4-4005-a28e-2c584c8ae41a,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,a60900a9-7be1-488b-87f3-873365331a86,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,b571c8e4-2283-429e-9b77-9ba98faba82b,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,c3a01a08-ac69-4bf5-acae-71fafc9e4fcf,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,c426e8e1-ef60-4845-86b5-eb1fbcad4023,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,c44d6b03-66b6-4eed-a899-1025abf2f29d,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,c4702c4b-b6fb-468e-ab17-caad020ac4fc,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,c5e1419e-9ef3-43b7-abbb-0906fd685f35,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,c9477b4d-711c-4bf3-9e37-77628dcefb1d,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,c9bcdd54-013a-4e9e-b4f8-a5b802192fcb,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,ce859ff9-1492-4eac-ab96-81b5f1878b74,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,d11757e9-c582-4f93-a8bc-57b4598297e5,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,d15c3c99-429e-4973-b328-51e95a7ab16e,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,d2d25346-1ba4-421a-a216-411e9536dbf6,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,d5267b5a-ddac-4721-b1cf-7dde14d7d684,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,d8609f2c-48d4-4911-889c-30a50b254ed1,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,e0e0c65e-e2fd-4322-a5b6-f6342383ec9a,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,e38f1eea-f978-4204-862d-a8b65e7a7152,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,e5cb6a45-f17d-471c-af07-1744de078e2f,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,e7450e4f-a628-4653-a16d-ba67b28161b0,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,edaba9ed-988c-4163-9da8-2dd4f8e3d67a,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,edee24a3-aaec-4d8b-a438-e4921b6b83a6,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,eef04f0e-6872-4832-9ec3-08583dcf6ba2,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,f0c29d28-5951-4ef6-a585-ecd07b22caf8,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,f16ef62d-db2b-4503-817c-e0eb8f59e06c,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,f9d80eef-01e1-4c8d-b097-b8bfe6a27e21,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,fad776fb-8fe2-4e50-a55e-3d8fbb8e200b,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,fb85d500-8aaa-4394-926d-5f1911b6379e,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_events,fd9baf1a-a881-4941-ae3b-b84e0996f1f6,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_devices,10aa6678-cadd-42ba-8caa-58f1127e4b46,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_devices,3141ba71-0a62-4d98-bcf2-8cad18aa313c,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_devices,68ad89ec-f2d4-44c9-9a94-7f5be0bb10f2,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_devices,a5f4b840-270a-4e1d-b99c-451e5c36cefa,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_devices,c1a85b07-b3af-4bcf-a8da-6542044ef462,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_devices,e2d4deef-3ea4-4441-bcf7-56769b989f68,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_devices,f7b48ec2-895c-4e68-b410-badfbf574a98,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_pairing_codes,0c320504-5e2f-4d9d-8dcb-438f3b15aa59,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_pairing_codes,2e3d7356-ced2-44a8-b0fe-cda0e81f1359,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_pairing_codes,de042889-d6e7-49bf-922a-454d56b5f893,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_pairing_codes,df3312d7-bde2-4536-955a-6ea3a5ff265b,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
showcase_kiosk_pairing_codes,e6a02f8b-f2b9-4712-a82a-23e494763f90,4e775109-9f6f-4264-88c8-2c3c5b944a9b,unsupported in V1A
